,Date,Incident
6,"Daily Service Report for Sunday, November 15, 2015","
11:11 p.m. A Largo Town Center-bound Silver Line train at Stadium-Armory was delayed 8 minutes due to a signal problem.    "
7,"Daily Service Report for Sunday, November 15, 2015","
"
8,"Daily Service Report for Sunday, November 15, 2015",
9,"Daily Service Report for Sunday, November 15, 2015","Report Archives

"
0,"Daily Service Report for Saturday, November 14, 2015",3:06 a.m. A Shady Grove-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced a 37-minute delay.    
1,"Daily Service Report for Saturday, November 14, 2015","
7:57 a.m. A Wiehle-Reston East-bound Silver Line train at Largo Town Center was delayed 9 minutes due to an operational problem.    "
2,"Daily Service Report for Saturday, November 14, 2015","
8:05 a.m. A Shady Grove-bound Red Line train at Glenmont was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.    "
3,"Daily Service Report for Saturday, November 14, 2015","
10:14 a.m. A New Carrollton-bound Orange Line train at West Falls Church was offloaded due to a brake problem. Passengers experienced a 5-minute delay.    "
4,"Daily Service Report for Saturday, November 14, 2015","
10:35 a.m. A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Passengers experienced a 14-minute delay.    "
5,"Daily Service Report for Saturday, November 14, 2015","
10:38 a.m. A Glenmont-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
6,"Daily Service Report for Saturday, November 14, 2015","
12:40 p.m. A New Carrollton-bound Orange Line train at Vienna was delayed 9 minutes due to an operational problem.    "
7,"Daily Service Report for Saturday, November 14, 2015","
1:41 p.m. A Shady Grove-bound Red Line train at Van Ness was offloaded due to a brake problem. Passengers experienced a 22-minute delay.    "
8,"Daily Service Report for Saturday, November 14, 2015","
3:21 p.m. A Wiehle-Reston East-bound Silver Line train at Morgan Boulevard was offloaded due to a brake problem. Passengers experienced a 5-minute delay.    "
9,"Daily Service Report for Saturday, November 14, 2015","
6:04 p.m. A Franconia-Springfield-bound Blue Line train at Addison Road was offloaded due to a door problem. Passengers experienced a 15-minute delay.    "
10,"Daily Service Report for Saturday, November 14, 2015","
8:16 p.m. Union Station was closed due to police activity until approximately 9:00 p.m. Free shuttle buses were provided. Passengers experienced delays up to 45 minutes.    "
11,"Daily Service Report for Saturday, November 14, 2015","
11:43 p.m. A Vienna-bound Orange Line train at East Falls Church was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.    "
12,"Daily Service Report for Saturday, November 14, 2015","
"
13,"Daily Service Report for Saturday, November 14, 2015",
14,"Daily Service Report for Saturday, November 14, 2015","Report Archives

"
0,"Daily Service Report for Friday, November 13, 2015","6:45 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
1,"Daily Service Report for Friday, November 13, 2015","
7:35 a.m. A Largo Town Center-bound Silver Line train at Stadium-Armory was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
2,"Daily Service Report for Friday, November 13, 2015","
7:43 a.m. A Greenbelt-bound Green Line train at Congress Heights was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
3,"Daily Service Report for Friday, November 13, 2015","
7:57 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
4,"Daily Service Report for Friday, November 13, 2015","
8:04 a.m. A Huntington-bound Yellow Line train at Mt. Vernon Square was rerouted to Greenbelt for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.    "
5,"Daily Service Report for Friday, November 13, 2015","
8:38 a.m. A Largo Town Center-bound Blue Line train at Stadium-Armory was delayed 7 minutes due to police activity.    "
6,"Daily Service Report for Friday, November 13, 2015","
2:00 p.m. A Glenmont-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
7,"Daily Service Report for Friday, November 13, 2015","
2:47 p.m. A Grosvenor-Strathmore-bound Red Line train at Silver Spring did not operate, resulting in a 4-minute gap in service.    "
8,"Daily Service Report for Friday, November 13, 2015","
3:39 p.m. A New Carrollton-bound Orange Line train at Minnesota Avenue was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
9,"Daily Service Report for Friday, November 13, 2015","
5:30 p.m. A Huntington-bound Yellow Line train at Archives was offloaded due to a brake problem. Passengers experienced a 9-minute delay.    "
10,"Daily Service Report for Friday, November 13, 2015","
6:14 p.m. A Glenmont-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.    "
11,"Daily Service Report for Friday, November 13, 2015","
"
12,"Daily Service Report for Friday, November 13, 2015",
13,"Daily Service Report for Friday, November 13, 2015","Report Archives

"
0,"Daily Service Report for Thursday, November 12, 2015","6:45 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
1,"Daily Service Report for Thursday, November 12, 2015","
7:03 a.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
2,"Daily Service Report for Thursday, November 12, 2015","
7:47 a.m. A Wiehle-Reston East-bound Silver Line train at Clarendon was expressed for schedule adherence/improved train spacing.    "
3,"Daily Service Report for Thursday, November 12, 2015","
7:57 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
4,"Daily Service Report for Thursday, November 12, 2015","
8:02 a.m. A Shady Grove-bound Red Line train at Metro Center was offloaded due to a door problem. Passengers experienced an 8-minute delay.    "
5,"Daily Service Report for Thursday, November 12, 2015","
11:04 a.m. A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to a door problem. Passengers experienced a 9-minute delay.    "
6,"Daily Service Report for Thursday, November 12, 2015","
2:23 p.m. A Glenmont-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service.    "
7,"Daily Service Report for Thursday, November 12, 2015","
2:53 p.m. A Shady Grove-bound Red Line train at NoMa-Gallaudet was expressed for schedule adherence/improved train spacing.    "
8,"Daily Service Report for Thursday, November 12, 2015","
3:11 p.m. A Grosvenor-Strathmore-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.    "
9,"Daily Service Report for Thursday, November 12, 2015","
3:28 p.m. A Shady Grove-bound Red Line train at Union Station was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
10,"Daily Service Report for Thursday, November 12, 2015","
4:50 p.m. A Branch Avenue-bound Green Line train at Prince George's Plaza was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
11,"Daily Service Report for Thursday, November 12, 2015","
5:06 p.m. A Shady Grove-bound Red Line train at Bethesda was expressed for schedule adherence/improved train spacing.    "
12,"Daily Service Report for Thursday, November 12, 2015","
5:22 p.m. A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.    "
13,"Daily Service Report for Thursday, November 12, 2015","
5:34 p.m. Due to a loss of third rail power, Red Line service was temporarily turned back at Twinbrook Station. Free shuttle buses were provided between Twinbrook, Rockville and Shady Grove stations until approximately 6:10 p.m. Several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 45 minutes.    "
14,"Daily Service Report for Thursday, November 12, 2015","
6:32 p.m. A Shady Grove-bound Red Line train at Tenleytown was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
15,"Daily Service Report for Thursday, November 12, 2015","
"
16,"Daily Service Report for Thursday, November 12, 2015",
17,"Daily Service Report for Thursday, November 12, 2015","Report Archives

"
0,"Daily Service Report for Wednesday, November 11, 2015",5:40 a.m. A Huntington-bound Yellow Line train at Fort Totten was delayed 6 minutes due to an operational problem.    
1,"Daily Service Report for Wednesday, November 11, 2015","
5:40 a.m. A Wiehle-Reston East-bound Silver Line train at McLean was delayed 8 minutes due to a signal problem.    "
2,"Daily Service Report for Wednesday, November 11, 2015","
5:44 a.m. A Glenmont-bound Red Line train at Fort Totten was delayed 15 minutes due to unscheduled track maintenance.    "
3,"Daily Service Report for Wednesday, November 11, 2015","
6:00 a.m. A Huntington-bound Yellow Line train at Fort Totten was delayed 5 minutes due to an operational problem.    "
4,"Daily Service Report for Wednesday, November 11, 2015","
7:23 a.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 12-minute gap in service.    "
5,"Daily Service Report for Wednesday, November 11, 2015","
8:01 a.m. A Glenmont-bound Red Line train at Grosvenor was offloaded due to a brake problem. Passengers experienced an 8-minute delay.    "
6,"Daily Service Report for Wednesday, November 11, 2015","
1:27 p.m. A Glenmont-bound Red Line train at White Flint was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
7,"Daily Service Report for Wednesday, November 11, 2015","
8:19 p.m. A Vienna-bound Orange Line train at Eastern Market was offloaded due to a brake problem. Passengers experienced a 15-minute delay.    "
8,"Daily Service Report for Wednesday, November 11, 2015","
10:57 p.m. A Largo Town Center-bound Blue Line train at Stadium-Armory was delayed 8 minutes due to a signal problem.    "
9,"Daily Service Report for Wednesday, November 11, 2015","
11:12 p.m. A Franconia-Springfield-bound Blue Line train at Benning Road was delayed 4 minutes due to an equipment problem.   "
10,"Daily Service Report for Wednesday, November 11, 2015",
11,"Daily Service Report for Wednesday, November 11, 2015","Report Archives

"
0,"Daily Service Report for Tuesday, November 10, 2015",12:36 a.m. A Franconia-Springfield-bound Blue Line train at Pentagon was delayed 8 minutes due to a signal problem.    
1,"Daily Service Report for Tuesday, November 10, 2015","
6:43 a.m. A Vienna-bound Orange Line train at Foggy Bottom was offloaded due to an equipment problem. Passengers experienced an 8-minute delay.    "
2,"Daily Service Report for Tuesday, November 10, 2015","
7:00 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
3,"Daily Service Report for Tuesday, November 10, 2015","
7:03 a.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
4,"Daily Service Report for Tuesday, November 10, 2015","
7:05 a.m. A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.    "
5,"Daily Service Report for Tuesday, November 10, 2015","
7:07 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
